,label,class0 id,class0 name,class1 id,class1 name,keyword,sentence
0,1,0,성공,0,성공,경쟁자로부터 얻는 교훈,"경쟁자가 있다면 그 경쟁자를 거부하지 말고 배울 점을 찾는 것, 그것이 바로 경쟁자를 이기는 법이지요.성공에는 항상 경쟁자로부터 받은 교훈이 있기 마련입니다.마음을 넓혀서 맑은 시야를 가지시길 기원합니다."
1,1,0,성공,0,성공,과거를 기억하되 현재에 충실한 자세,"시간이든 돈이든 잃어버린 것들에 대해서 슬퍼만 하고 있다면 그 슬퍼하는 시간 동안 시간과 돈은 잃게 되지요.과거를 기억하되 현재에 충실한 자세, 그것이 바로 성공의 자세가 아닌가 싶습니다."
2,1,0,성공,0,성공,진정으로 감동하고 느낌을 갖는 일,"감탄하고 감동을 하면 기억을 증진시킨다고 합니다.진정한 마음으로 감동하고 느낌을 갖는 일, 하루에 한번쯤 해보면 어떨까요?그럼 오늘도 수고하세요."
3,1,0,성공,0,성공,자신을 속이지 않는 떳떳한 마음,"꼭 재주가 있는 사람만이 성공하고 부를 누리는 게 아니라는 걸 우리는 알고 있습니다.노력과 성실, 그리고 자신을 속이지 않는 떳떳한 마음만 있다면 적어도 실패는 없지요.그럼 오늘도 좋은 하루 보내세요."
4,1,0,성공,0,성공,닥쳐봐야 아는 결과,항상 후회하는 것 중에 하나가 이 일을 미리 좀 알았더라면... 하는 거죠.그러나 일을 미리 안다고 해도 결과는 닥쳐봐야 알지 않을까요?너무 걱정하지 마세요.
5,1,0,성공,0,성공,일의 시작과 끝이 이뤄졌을 때 나타나는 성공,마음이 약한 사람은 행운과 불행을 믿지만 강한 사람은 원인과 결과를 믿습니다.성공은 행운도 불행도 아닌 일의 시작과 끝이 이뤄졌을 때 나타나지요.끝까지 함께 하길 바랍니다.
6,1,0,성공,0,성공,행복한 사랑의 시작,사랑을 얻으려면 노력없이는 안됩니다.운명도 노력이 될 수 있지요.행복한 사랑의 시작을 기원합니다.
7,1,0,성공,0,성공,가장 힘들고 어려울 때가 지나면 쉬워지는 일,"가장 힘들 때 그만둔다면 그 때가 지나면 일이 쉬워진다는 사실을 모르게 됩니다.가장 힘들고 어려울 때, 그 때가 일의 정점이라는 것을 기억하세요.○○○님은 꼭 성공할 것입니다."
8,1,0,성공,0,성공,10분 먼저 도착하는 마음의 여유,"어떤 약속 시간을 잡으면 정각에 도착하는 것도 중요하지만 10분 먼저 도착해서 마음을 가다듬고 주변을 살펴보는 것도 마음의 여유를 갖는 일이라고 합니다.매사에 10분 먼저 행하고 준비하는 일, 바로 성공의 길이 아닌가 싶습니다."
9,1,0,성공,0,성공,내일을 위한 가장 훌륭한 준비,내일을 위한 가장 훌륭한 준비는 오늘 할 일을 모두 마치는 것뿐입니다.성공은 성실함에서부터 시작되니까요.
10,1,0,성공,0,성공,무엇이든 해낼 수 있는 젊음,나무가 가장 푸른 8월엔 나뭇잎이 떨어지지 않다가 빛을 잃어가는 11월엔 작은 바람에도 우수수 떨어지지요.가장 푸르른 젊음을 가진 지금의 ○○○님이 얼마나 기회가 많은지 아셨으면 합니다.무엇이든 해낼 수 있는 ○○○님의 능력을 잊지마세요.
11,1,0,성공,0,성공,무엇이든 빨리 하려는 현대인들,"현대인들은 무엇이든 빨리 하고 빨리 결과를 보려고 하지요.그러나 성공은 오래, 꾸준히, 빙빙 돌아서 오는 경우가 많습니다.조급해하지 마시고 음미하듯 천천히 하루하루에 최선을 다하는 모습을 보여주세요."
12,1,0,성공,0,성공,미래를 두려워하고 고민하는 시간,미래가 두려워 고민하고 걱정하는 시간에 지금 가장 중요한 일을 하나라도 먼저 하는 것이 시간을 알차게 보내는 일일 것입니다.시간은 기다려주지도 먼저 가지도 않고 어차피 차근차근 다가오니까요.내일을 너무 걱정하지 마시고 자신있게 맞이하세요.
13,1,0,성공,0,성공,평생을 노력 하는 성공,공부도 때가 있다고 하지요?만학의 길을 걷는 사람도 있지만 평생을 일하며 공부하는 사람도 있습니다.성공은 평생을 노력하는 일이니까요.
