,label,class0 id,class0 name,class1 id,class1 name,keyword,sentence
0,0,0,계절인사,0,여름,전기료를 이길 수 없는 더위,전기료 때문에 에어콘을 자주 틀지 않지만 올 여름은 전기료를 이길 수 없는 더위로 인해 종일 에어콘을 틀게 되네요.가을을 그리워하는 8월입니다.
1,0,0,계절인사,0,여름,더위를 피해 한강공원으로 나온 사람들의 모습,더위를 피해 한강공원으로 나온 사람들의 모습이 밤마다 장관을 이루는 8월입니다.올 여름은 유난히 더워서 참 길게 느껴지네요.
2,0,0,계절인사,0,여름,긴 잠을 못 자게 하는 열대야,열대야가 지속되어 긴 잠을 못 자니 다음 날이면 하루 종일 머리가 무겁고 업무 보는데 지장이 많네요.힘든 8월을 보내고 있습니다.
3,0,0,계절인사,0,여름,아침 단잠을 깨우는 매미들의 울음 소리,아침 단잠을 깨우는 매미들의 울음 소리에 짜증이 나는 8월입니다.더위도 더위지만 시끄러운 매미들의 울음 소리는 공해네요.
4,0,0,계절인사,0,여름,하나둘 거친 아스팔트 위로 떨어지는 매미들,울다 지친 매미들은 하나둘 거친 아스팔트 위로 떨어지고 새로 태어난 매미들이 다시 울어재끼는 8월입니다.
5,0,0,계절인사,0,여름,시원한 산바람을 맞으며 여름 더위를 씻고 싶은 8월,"○○○님, 그간 안녕하셨어요?땀을 흘리며 산에 올라 산꼭대기 위해서 시원한 산바람을 맞으며 이 여름 더위를 씻고 싶은 8월입니다."
6,0,0,계절인사,0,여름,사람들이 많아 짜증이 나도 다시 찾는 여름 해수욕장,안녕하세요? ○○○님.여름 해수욕장은 아무리 사람들이 많고 짜증이 나도 시원한 바다가 있기에 해마다 다시 찾아가는 것 같네요.다음주 휴가도 바다로 떠날 예정입니다.
7,0,0,계절인사,0,여름,시원한 바다에서 더위를 피하는 휴가,안녕하세요?이번 주만 지나면 다음주엔 시원한 바다에서 더위를 피해 놀 생각을 하니 지금 더위는 아무렇지도 않네요.즐거운 7월 마지막 주입니다.
8,0,0,계절인사,0,여름,주변 안전점검을 하는 장마철,"○○○님, 안녕하세요?다음주부터 장마철이 시작된다고 하네요.주변에 안전점검 하셨나요?"
9,0,0,계절인사,0,여름,불쾌지수를 높이는 구름 낀 하늘,구름이 잔뜩 낀 하늘은 대지의 복사열을 머무르게 하여 불쾌지수를 높이고 있습니다.비가 올 듯 하면서 하늘만 흐린 오후네요.
10,0,0,계절인사,0,여름,비를 맞으며 놀았던 기억,"안녕하세요? ○○○님,어릴 적에는 지금처럼 소나기가 내리면 그대로 비를 맞으며 놀았던 기억이 있습니다.그 땐 비를 맞는 게 가장 큰 즐거움이었는데 이제는 이 비를 창 너머로 보고만 있네요."
11,0,0,계절인사,0,여름,우산 없이 비를 맞으며 자유롭게 걷고 싶은 생각,비가 내리는 거리를 내려다보고 있자니 우산없이 그대로 비를 맞으며 자유롭게 걷고 싶은 생각이 듭니다.시원하게 내리는 비가 엉뚱한 생각을 하게 하네요.
12,0,0,계절인사,0,여름,지겨웠던 지난 장마가 그리운 무더위,안녕하세요?장마가 끝나고 나니 여지없이 무더위가 찾아와 하루 종일 힘들게 하네요.이렇게 더운 날에는 오히려 지겨웠던 지난 장마가 그립습니다.
