,label,class0 id,class0 name,class1 id,class1 name,keyword,sentence
0,0,1,날씨인사,0,더운 날,하루 종일 머리가 지끈거리는 여름,더위 때문인지 에어콘 때문인지 하루 종일 머리가 지끈거리는 여름입니다.이것이 냉방병인지 걱정스럽네요.
1,0,1,날씨인사,0,더운 날,찬물로 자꾸 샤워만 하게 되는 8월,선풍기는 하루 종일 돌리지만 더 이상 찬 바람을 기대할 수 없고 더운 바람을 부네요.찬물로 자꾸만 샤워만 하게 되는 8월입니다.
2,0,1,날씨인사,0,더운 날,더위에 보채는 아이들의 잠자리,더위에 보채는 아이의 잠자리가 걱정스러워 깊은 잠을 못자는 요즘입니다.열대야 때문에 아이들도 참 힘들어 하네요.○○○님은 어떠신지요.
3,0,1,날씨인사,0,더운 날,하루 종일 틀고 있는 에어콘,점점 강렬해지는 더위는 숨을 쉬기도 힘들게 하고 자꾸만 에어콘 바람만 쐬고 싶어하네요.냉방병이 위험하다고 하지만 그래도 더위를 피하려고 하루 종일 에어콘만 틀고 있습니다.
4,0,1,날씨인사,0,더운 날,더위가 남아 있는 8월의 마지막 날,안녕하세요?오늘이 벌써 8월의 마지막 날인데 이렇게 더위가 남아 있는 걸 보니 9월에도 더위는 계속 될 듯 합니다.
5,0,1,날씨인사,0,더운 날,자외선이 짙어 외출하기도 힘든 날,썬크림을 바르고 나왔는데도 강렬한 여름 태양볕은 까만 피부를 만드네요.자외선이 짙어 외출하기도 힘든 더운 날입니다.
6,0,1,날씨인사,0,더운 날,축축 늘어진 잎들이 힘없는 그늘을 만들고 있는 나무,더위 때문에 축축 늘어진 잎들이 힘없는 그늘을 만들고 있는 나무가 무척 힘들어 보이네요.비가 와서 빨리 생기를 불어넣어주면 좋겠습니다.
7,0,1,날씨인사,0,더운 날,더위가 가시질 않은 밤,"어둠이 내려와 밤이 되었는데도 이렇게 더위가 가시질 않은 걸 보니 오늘밤에도 편안한 잠자리는 어려울 듯 합니다.이 더운 밤, 어떻게 보내고 계신가요?"
8,0,1,날씨인사,0,더운 날,지난 여름에 쏟아 부은 열기,9월이 되었는데도 아직까지 여름인 줄 알고 내리쬐는 태양이 밉기까지 한 오후입니다.지난 여름에 쏟아부은 열기가 아직도 남아 있는가 봅니다.
9,0,1,날씨인사,0,더운 날,식을 줄 모르는 더위,"○○○님, 이렇게 더운 날씨에 근무하시느라 수고가 많습니다.날은 점점 더워지고 더위는 식을 줄 모르네요.더위에 건강 상하지 않도록 조심하시기 바랍니다."
10,0,1,날씨인사,0,더운 날,자동차들의 행진,무더위 시작되는 이번 주는 많은 사람들이 휴가를 떠나서 고속도로는 온통 자동차들의 행진이네요.차가 막혀도 더위를 식힐 수 있는 바다와 산은 여름날의 즐거움이 아닌가 싶습니다.
11,0,1,날씨인사,0,더운 날,휴가를 떠나는 동료들,휴가를 떠나는 동료들이 늘어나 이번 주는 사무실도 한산하고 거리도 사람들이 별로 없네요.날이 더워서도 그렇겠지만 다들 휴가를 떠난 듯 합니다.
