,label,class0 id,class0 name,class1 id,class1 name,keyword,sentence
0,1,0,만남,0,만남,설레임을 주는 새로운 만남,새로운 만남은 설레임을 주기도 하지만 두려움을 주기도 하지요.사람을 믿는다는 건 새로운 만남에 대한 자신감을 말해줍니다.○○○님의 멋진 모습을 기대합니다.
1,1,0,만남,0,만남,위인전을 읽고 선과 악을 깨우치는 일,위인을 만난다는 건 어린아이들에게 참 좋은 경험인 것 같습니다.위인전을 읽고 선과 악을 깨우치는 일은 어른들에게도 필요한 일이지요.가정의 달 5월을 맞아 아이들과 좋은 시간 많이 가지시기 바랍니다.
2,1,0,만남,0,만남,꾸준히 앞으로 나아가게 하는 장기적인 목표,장기적인 목표는 사소한 문제나 일시적인 장애물을 무시하고 앞으로 나아가게 합니다.단기적인 목표보다는 더 멀리 더 크게 보는 시야를 가지시기 바랍니다.보다 넓은 마음을 가질 때 더 커진 자신을 만나게 될 것입니다.
3,1,0,만남,0,만남,사람을 처음 만나는 자리,사람을 처음 만나는 자리에서는 항상 편안한 마음을 가지라는 말이 있습니다.실수를 줄이고 자신감을 표현하려면 마음을 평화롭게 하는 것이 좋지요.그럼 좋은 기회 만나십시오.
4,1,0,만남,0,만남,편안한 자리에서 만나는 편안한 사람,누구를 만나든지 편안하게 하는 사람이 있는 반면에 불쾌감을 주는 사람도 있습니다.저는 ○○○님처럼 편안한 자리에서 편안한 사람이 되고 싶네요.항상 건강하시기 바랍니다.
5,1,0,만남,0,만남,자신의 능력을 극대화할 수 있는 커다란 포부,이루기 쉬운 작은 목표는 성취감도 작지요.자신의 능력을 극대화할 수 있는 커다란 포부를 가지고 더 큰 세상을 만나시기 바랍니다.○○○님의 밝은 미래를 기원합니다.
6,1,0,만남,0,만남,피할 수 없는 공간에서 만나는 사람,별로 만나고 싶지 않은 사람은 꼭 피할 수 없는 공간에서 만나게 되지요.이것이 무슨 법칙인지는 몰라도 그런 관계를 애초에 만들지 않는 것이 중요한 것 같습니다.○○○님처럼 편안한 관계를 많이 만들어야겠습니다.
7,1,0,만남,0,만남,누구를 만나더라도 자신 있는 말투,"누구를 만나더라도 자신 있는 말투를 쓴다면 계획하는 일이 모두 잘 될 것입니다.자신을 믿는 것, 그것이 바로 성공이니까요."
8,1,0,만남,0,만남,"유머와 인내심, 겸손함이 있는 대화","모르는 사람과 처음 만남을 가질 때 대화 속에 유머와 인내심, 그리고 겸손함을 가진다면 원만한 관계를 만들어낼 수 있을 것입니다.사람들과의 좋은 관계 이루시기 바랍니다."
9,1,0,만남,0,만남,사람의 나약한 마음을 잡아 주는 믿음,종교가 없더라도 자신을 지키고 있을 신의 존재를 믿는다면 언젠간 어려움이 있었을 때 그 신을 만나고 싶을 것입니다.사람의 나약한 마음을 잡아주는 믿음을 잊지 마시기 바랍니다.
10,1,0,만남,0,만남,반가운 마음을 전하지 못한 만남,오늘 우연히 만났지만 언제 한번 시간을 내서 다시 뵙고 싶습니다.반가운 마음도 전하지 못하고 헤어진 듯 하네요.그럼 항상 건강하시고 안녕히 계세요.
11,1,0,만남,0,만남,빠르고 분명한 의사 표현,빠르고 분명한 의사표현은 사람을 신뢰하게 합니다.○○○님의 판단을 듣고 싶네요.만날 시간을 알려주세요.
12,1,0,만남,0,만남,존중 받기 바라는 마음,어린아이를 만나든 노인을 대하든 예의를 지키고 존중하는 마음을 가진다면 모두 친구가 될 수 있고 기분 좋은 만남이 될 수 있을 것입니다.사람은 누구나 존경받길 원하니까요.좋은 사람들과 좋은 만남 가지시기 바랍니다.
13,1,0,만남,0,만남,자신보다 더 훌륭한 사람을 만나는 일,여러 사람을 알고 만나더라도 자신보다 더 훌륭한 사람을 만나는 건 인생에서 가장 중요한 일 중에 하나지요.좋은 사람 많이 만나시기 바랍니다.
14,1,0,만남,0,만남,두고두고 생각날 이야기,"○○○님과의 만남은 항상 유쾌하고 즐거운 대화가 오가는 것 같습니다.오늘도 좋은 이야기, 두고두고 생각날 이야기 많이 들었습니다.좋은 밤 되세요."
15,1,0,만남,0,만남,좋은 사람을 한 눈에 알아보는 능력,짧은 만남이라 할지라도 그 속에는 많은 이야기가 담겨져 있고 오랜 인연이 될 수도 있습니다.좋은 사람을 한 눈에 알아보는 것도 능력이지요.○○○님과의 인연을 믿습니다.
16,1,0,만남,0,만남,"기억에 남는 얼굴, 다시 보고 싶은 사람","하루에도 많은 사람들을 만나고 헤어지지만 대부분 금방 얼굴을 잊어버리게 되지요.기억에 남는 얼굴, 다시 보고 싶은 사람이 되고 싶습니다.꼭 기억해 주세요."
17,1,0,만남,0,만남,자신보다 능력 있는 사람을 만나는 능력,자신보다 능력있는 사람을 알고 있는 것도 바로 자신의 능력이라고 합니다.문제가 있을 땐 그 사람에게 조언을 구하는 것도 좋은 방법일 것입니다.좋은 시간 되세요.
18,1,0,만남,0,만남,하루를 마감하는 시간에 만나게 되는 보람,매일 매일 설정한 목표를 체크하십시오.하루를 마감하는 시간에 만나게 되는 보람을 가지실 수 있을 것입니다.그 보람들이 모여 성공이 만들어지니까요.
19,1,0,만남,0,만남,시간을 끌수록 나약해지는 마음,시간을 끌수록 점점 마음만 나약해지는 듯 합니다.한번 만나 뵙고 인사를 드리고 싶네요.연락주세요.
20,1,0,만남,0,만남,상대방의 좋은 점을 먼저 발견하는 습관,누군가를 만났을 때 그 상대방의 좋은 점을 먼저 발견하는 습관은 살아가면서 참 중요한 것 같습니다.별것 아닌 습관 같지만 그런 습관들이 상대방을 기분좋게 만들고 결국은 내 일까지 좋게 만들어주니까요.좋은 습관 하나 만들어가세요.
21,1,0,만남,0,만남,진리는 언젠가는 통하는 법,어떤 만남이든지 사람들을 만났을 땐 나 자신을 낮추고 그 사람을 높이면 나 자신은 올라가게 되어 있습니다.진리는 언젠가는 통하는 법입니다.○○○님의 진심을 저는 알고 있으니까요.
22,1,0,만남,0,만남,좋은 사람을 알게 된 행복,오늘 처음 뵈었지만 ○○○님은 참 마음이 따뜻하고 감성적인 분이란걸 알게 되었습니다.좋은 사람을 알게 된 건 참 행복한 일이지요.○○○님 덕분에 행복한 하루 보내서 감사드립니다.
23,1,0,만남,0,만남,친한 주변 사람들과의 좋은 모습 좋은 만남,명성을 얻어 여러 사람의 입에 오르내리는 것보다 친한 주변의 사람들에게 좋은 모습으로 좋은 만남을 유지하는 것이 삶의 보람 아닐까요?사람들과의 좋은 만남 속에서 ○○○님의 행복도 있을테니까요.그럼 좋은 하루 보내세요.
24,1,0,만남,0,만남,꿈을 먼저 이룬 사람을 만나보는 일,꿈을 이루려면 그 꿈을 먼저 이룬 사람을 만나보는 것도 좋을 것입니다.현존하지 않아도 그 사람의 위인전이나 일대기를 읽어보는 것도 좋겠지요.○○○님의 꿈이 꼭 이뤄지길 빕니다.
25,1,0,만남,0,만남,자신이 먼저 듣고 하는 비판,비판은 자신이 먼저 듣고 하라는 말이 있습니다.사람들과의 만남에서도 자신이 듣고 싶은 말을 먼저 해주는 것이 좋은 인상을 남기는 법이지요.○○○님의 행운을 빕니다.
26,1,0,만남,0,만남,다른 사람과 어울어지는 행복,다른 사람에게서 받고 있는 것은 잊어버리고 내가 준 것만 기억하고 있는 실수를 하지 않는다면 사람들과의 만남은 언제나 즐겁고 유쾌할 것입니다.행복은 다른 사람과 어울어지는 데 있으니까요.행복한 하루 보내세요.
27,1,0,만남,0,만남,매 순간이 선택인 인생,인생은 매 순간이 선택이고 그 선택에서 성공과 실패가 갈라지지요.하지만 실패를 줄이는 가장 좋은 방법은 닮고 싶은 사람을 모델로 정해두고 미래의 꿈을 투영하는 것이지요.분명 성공할 것입니다.화이팅!
28,1,0,만남,0,만남,핸드폰에 저장된 사람들의 전화번호,"핸드폰에 저장된 사람들의 전화번호, ○○○님은 몇 개나 되시나요?아직 많은 공간이 남아 있다면 새로운 만남이 아직 많이 남아 있다는 뜻일 겁니다.즐거운 하루 보내십시오."
29,1,0,만남,0,만남,어려움을 겪는 사람들의 노력,"어려운 일이 닥쳤을 때, 나보다 더 어려운 사람을 만나보세요.훌륭한 사람들의 조언과 충고도 중요하지만 어려움을 겪는 사람들의 노력도 힘이 되어 줄 것입니다.그럼 좋은 하루 보내세요."
30,1,0,만남,0,만남,다른 사람의 이야기를 들어주는 일,자신의 주장은 필요한 것만 최소한으로 하는 것이 모르는 사람과의 만남에서 가장 중요한 법칙이라고 합니다.다른 사람의 이야기를 들어주는 일은 쉬우면서도 참 어려운 일이니까요.즐거운 만남의 시간 가지시기 바랍니다.
31,1,0,만남,0,만남,사람들과의 만남에서 베푸려는 마음,뿌린 대로 거둔다는 말도 있지만 받은 만큼 베풀어야 한다는 말도 있지요.사람들과의 만남에서 중요한 건 받으려는 마음보다 베푸려는 마음이 아닐까요?넓은 마음은 더 넓은 행복을 만들어줍니다.
32,1,0,만남,0,만남,사람이 재산,"나이가 들수록 사람이 재산이라는 생각이 더 깊게 듭니다.그동안 만나왔던 사람들도, 앞으로 만날 사람들도 다 나의 훌륭한 스승들이고 자산이지요.○○○님과의 만남도 참 행복합니다."
33,1,0,만남,0,만남,일을 떠난 인간적인 만남의 교류,일로서 만난 사람들일지라도 단지 ‘일’을 떠나서 인간적인 만남으로 교류를 한다면 그 ‘일’이 더 수월하고 재밌어지는 경우가 많습니다.진실한 마음으로 교류하는 만남이 되시기 바랍니다.
34,1,0,만남,0,만남,처음 보는 사람을 마음 편안하게 해주는 재주,○○○님은 처음 보는 사람을 참 마음 편안하게 해주는 재주가 있으신 것 같아요.저도 그런 좋은 재주를 배우고 싶습니다.앞으로 자주 뵐테니 알려주실거죠?그럼 편안한 밤 되십시오.
35,1,0,만남,0,만남,모르는 사람과의 만남,모르는 사람과의 만남에서는 먼저 경계심을 푸는 것이 가장 중요하다고 합니다.낯선 사람과의 어색한 만남은 서로의 빗장을 풀어야만 기분 좋게 만들어지는 것이니까요.좋은 시간 되십시오.
36,1,0,만남,0,만남,좋은 것을 다른 사람들과 나누고 싶은 마음,좋은 것을 다른 사람들과 나누고 싶은 마음이 있다면 그 삶은 다른 누구보다도 행복할 것입니다.행복은 함께 할 때 더 커지는 법이니까요.○○○님의 행복을 기원합니다.
37,1,0,만남,0,만남,과장된 명랑함,사람들을 많이 사귀고 싶다면 점잔을 빼거나 고상하게 구는 것보단 과장된 명랑함이 더 좋지요.오늘 만난 ○○○님의 모습도 그런 유쾌함이 참 좋았습니다.좋은 밤 되십시오.
38,1,0,만남,0,만남,사람들의 좋은 점을 보려 하는 노력,사람들의 좋은 점을 보려고 노력해서 그 좋은 점을 칭찬해주면 그 사람들도 좋아하지만 나 자신도 세상에 대해서 긍정적으로 되지요.좋은 사람들과 행복한 하루 보내시기 바랍니다.
39,1,0,만남,0,만남,어디서든 통하는 진실,진실한 마음으로 사람을 대하면 나중에는 결국 마음을 열게 되지요.진실은 어디서든 통하니까요.좋은 만남 기대하겠습니다.
40,1,0,만남,0,만남,몸이 아픈 친구의 전화,오랜만에 걸려온 친구의 전화가 그동안 제가 참 무심했다는 걸 알게 하네요.몸이 아픈 친구의 소식을 듣고 조금 우울한 날입니다.다른 친구들에게 전화를 좀 해고 싶네요.안녕히 계세요.
41,1,0,만남,0,만남,연인들의 행복한 웃음,만난 지 얼마 되지 않은 연인들의 행복한 웃음처럼 봄꽃이 활짝 핀 오늘은 절로 웃음이 나게 하네요.지겨운 겨울을 보내고 난 선물일까요?○○○님의 행복한 봄날 기원합니다.
42,1,0,만남,0,만남,심한 열대야,오늘밤에도 더위가 심할 거라는 뉴스가 나오네요.그래도 에어콘 너무 심하게 틀지 마시고 건강한 여름 나시기 바랍니다.감사합니다.
43,1,0,만남,0,만남,서쪽 산 뒤로 숨는 해의 붉은 눈물,서쪽 산 뒤로 숨는 해의 붉은 눈물이 하늘에 노을로 번지는 저녁입니다.마치 이별을 아쉬워하는 연인처럼 하루가 지네요.안녕히 계세요.
44,1,0,만남,0,만남,피곤하게 하는 예의 없는 사람,좋은 마음으로 만나도 예의가 없는 사람은 쉽게 피곤을 만들지요.○○○님의 품위와 예절로 오늘 또 즐겁게 보낸 하루입니다.편안한 휴일 보내십시오.
45,1,0,만남,0,만남,저녁 8시가 되어서도 환하게 빛을 밝혀주는 여름 해,여름 해는 저녁 8시가 되어서도 환하게 빛을 밝혀주고 오늘밤에도 열대야가 이어질 듯 합니다.내일 만나뵐 때는 좀 시원했으면 좋겠네요.편안 밤 보내십시오.
46,1,0,만남,0,만남,지하철에서 우연히 만난 옛 동료,옛 동료를 우연히 지하철에 만난 오늘은 세월이 많이 지나갔음을 느낀 하루였습니다.언제부턴가 1년은 정말 빨리 지나가네요하루하루가 소중한 날입니다.
47,1,0,만남,0,만남,졸업을 한 후에 오랜만에 만난 친구,졸업을 하고 난 후에 오랜만에 만난 친구는 많이 변한 듯 낯설어 보인 만남이었습니다.사람은 누구나 변하고 또 잊혀지는 것이겠지요.○○○님은 변치 말길 빌며 이만 줄입니다.
48,1,0,만남,0,만남,새장 안에 있던 파랑새,그토록 찾던 파랑새는 새장 안에 있다지요.우리가 만나고 싶은 그 행복한 순간도 우리 마음 안에 있을 겁니다.행복한 하루 보내세요.
49,1,0,만남,0,만남,열차를 타고 친구를 만나러 가는 길,"오랜만에 열차를 타고 친구를 만나러 가는 길은 무엇보다도 즐거운 여행길이었습니다.○○○님, 멀리 있는 친구가 있다면 한번쯤 불쑥 찾아가 보는 것은 어떨까요?아름다운 우정 멋지게 만들어줄 겁니다."
50,1,0,만남,0,만남,옛 친구들을 만나보고 싶은 밤,옛 음악을 들으며 그 때 그 친구들을 다시 만나보고 싶은 밤입니다.눈이 내리는 밤이라서 그런 걸까요?편안한 밤 되십시오.
51,1,0,만남,0,만남,이웃과 함께 나눠먹는 시원한 수박,더운 여름밤에 이웃과 함께 나눠먹는 시원한 수박은 더위를 한결 가시게 하네요.시원한 밤 보내시기 바랍니다.
52,1,0,만남,0,만남,늘 같은 자리에 있는 아름다운 것들,꽃은 늘 그 자리에 있었건만 우리는 꽃을 환영하고 꽃을 미화하지요.그렇게 아름다운 것들은 늘 같은 자리에 있는 듯합니다.○○○님과의 행복했던 만남처럼요.좋은 밤 되세요.
53,1,0,만남,0,만남,흐린 스탠드 불빛 아래 옛 사진을 보는 봄밤,흐린 스탠드 불빛 아래 옛 사진을 보며 봄밤을 보내고 있네요.그리운 추억이 가물가물해진 것 같습니다.편안한 잠자리 되시기 바랍니다.
54,1,0,만남,0,만남,주변에 결혼하는 사람들이 많은 봄,주변에 결혼하는 사람들이 많은 봄입니다.새로운 가정을 꾸미는 신랑 신부의 웃음이 행복하게만 보이네요.○○○님도 좋은 만남 이루시길 기원합니다.
55,1,0,만남,0,만남,새봄을 맞이하는 자연의 태동,산 아래 마을의 겨울은 이제야 남은 얼음이 녹아 흐르네요.3월의 새봄을 맞이하는 자연의 태동이 느껴집니다.포근한 봄 보내시기 바랍니다.
56,1,0,만남,0,만남,포근한 감성이 그리워지는 30대,자존심이 강한 20대에는 냉철한 이성이 아름다웠지만 30대가 되니 포근한 감성이 그리워지네요.여유로운 웃음과 넉넉한 인심으로 만나는 사람들이 더 좋은 법이니까요.○○○님의 행복한 30대를 기원합니다.
57,1,0,만남,0,만남,세상이 꽁꽁 언 것 같은 겨울,세상이 온통 얼음처럼 꽁꽁 얼어버린 것 같은 강추위의 겨울입니다.이럴 때일수록 ○○○님과의 따스한 만남이 기대되네요.기분 좋은 날 보내세요.
58,1,0,만남,0,만남,하늘을 영롱하게 만드는 무지개,오랜만에 보인 무지개가 하늘을 영롱하게 만든 오후네요.가끔은 이렇게 자연의 아름다움을 만나며 삶의 겸손함을 느끼는 것 같습니다.그럼 행복한 오후 보내시기 바랍니다.
59,1,0,만남,0,만남,무기력하게 보이는 아지랑이,무기력하게 보이는 아지랑이를 보면서 이 봄이 지나가는 것을 느낍니다.다음 주에 뵐 때는 더 활기찬 모습으로 준비하겠습니다.감사합니다.
60,1,0,만남,0,만남,행운이 된 만남,오늘 ○○○님의 조언이 저에겐 큰 힘이 되었습니다.○○○님을 만났다는 것은 제겐 가장 큰 행운입니다.감사드립니다.편안한 밤 되십시오.
